number_of_inverters,ac_mw,number_of_strings,modules_per_string,dc_mw,dc_ac_ratio,gcr,pitch_m,racking_azimuth,racking_tilt_deg,table_max_height_m,annual_ghi,annual_poa,total_land_area,land_area_units,currency,module_capex_per_mw,bop_capex_per_mw,specific_production,performance_ratio,net_annual_yield_kwh,bep,ppa_price_per_mwh,development_fee_potential,total_capex_per_mw,total_opex_per_mw,total_revenue_per_mw,id
92,386.4,31291,27,490.01705999999996,1.2681600931677017,0.39999999999999997,,0.0,0,,1961161.0,2531686.5739093777,2038.1843292083718,hectares,AUD,195124.99999999997,957443.8003195738,2004.3510184248635,79.17058292606049,982166193.2565573,60.22704216401919,,-57350960.716938384,-1324752.338407688,-1254842.3686710482,5334954.438622176,67d31479-19
92,386.4,27940,27,437.5404,1.1323509316770186,0.39999999999999997,,0.0,0,,1961161.0,2531686.5739093777,1819.9121203567129,hectares,AUD,195124.99999999997,966704.1295888654,2075.192879834077,81.96879113000182,907980722.7197537,60.57991553416539,,-57438791.11335591,-1349985.551395903,-1353340.0589852165,5423611.500889381,67d31479-04
92,386.4,32408,27,507.50928,1.3134298136645963,0.39999999999999997,,0.0,0,,1961161.0,2531686.5739093777,2110.941732158925,hectares,AUD,195124.99999999997,954782.5890982291,1975.1800442064994,78.01834810683013,1002422202.1056086,60.39818485057785,,-60607239.08662433,-1317500.8781623708,-1226536.3386025685,5285211.360395353,67d31479-24
92,386.4,29057,27,455.03261999999995,1.177620652173913,0.45,,0.0,0,,1961161.0,2503627.1734223943,1682.3729096064578,hectares,AUD,195125,963380.0314006445,2026.6954270828246,80.9503686729995,922212530.1275165,61.15262538367346,,-65085343.75609154,-1340927.8089401065,-1317983.2175170602,5327173.293987631,67d31479-10
92,386.4,30174,27,472.52484,1.2228903726708076,0.45,,0.0,0,,1961161.0,2503627.1734223943,1747.0461566736162,hectares,AUD,195125,960302.0403030476,2003.0163167550822,80.00457648081084,946474964.5920845,61.035835785037854,,-65282286.56611682,-1332540.676832499,-1285244.09938157,5299253.417152393,67d31479-15
92,386.4,33525,27,525.0015,1.3586995341614907,0.39999999999999997,,0.0,0,,1961161.0,2531686.5739093777,2183.6991351094775,hectares,AUD,195124.99999999997,952298.7125784055,1944.3971619921194,76.80244395298988,1020811426.6416056,60.68369291157973,,-65388560.112396546,-1310732.632299993,-1200116.5328792934,5227039.741824112,67d31479-29
92,386.4,27940,27,437.5404,1.1323509316770186,0.45,,0.0,0,,1961161.0,2503627.1734223943,1617.6996625392999,hectares,AUD,195124.99999999997,966704.1295888654,2045.6817797933857,81.70872250907036,895068424.2035098,61.459096599190985,,-66673401.40563936,-1349985.551395903,-1353340.0589852165,5344948.805691117,67d31479-05
92,386.4,31291,27,490.01705999999996,1.2681600931677017,0.45,,0.0,0,,1961161.0,2503627.1734223943,1811.7194037407742,hectares,AUD,195124.99999999997,957443.8003195738,1976.2877663606275,78.93698340312758,968414720.9860015,61.08625370979044,,-67292379.58595765,-1324752.338407688,-1254842.3686710482,5258887.21565534,67d31479-20
92,386.4,32408,27,507.50928,1.3134298136645963,0.45,,0.0,0,,1961161.0,2503627.1734223943,1876.3926508079326,hectares,AUD,195124.99999999997,954782.5890982291,1947.6662573074286,77.79378167736607,988458699.9263878,61.25953492292937,,-70781328.47739556,-1317500.8781623708,-1226536.3386025685,5209758.1937075695,67d31479-25
92,386.4,33525,27,525.0015,1.3586995341614907,0.45,,0.0,0,,1961161.0,2503627.1734223943,1941.0658978750907,hectares,AUD,195124.99999999997,952298.7125784055,1917.4833655437983,76.58821512640189,1006681643.1355424,61.54497044997067,,-75725460.03958485,-1310732.632299993,-1200116.5328792934,5152782.916306785,67d31479-30
